,loss,accuracy,val_loss,val_accuracy
0,2.067387580871582,0.2768270671367645,1.6159133911132812,0.31900668144226074
1,1.4967344999313354,0.3442721962928772,1.3214679956436157,0.3715377151966095
2,1.2459890842437744,0.37406885623931885,1.2060997486114502,0.38108882308006287
3,1.1325603723526,0.3901751637458801,1.1610558032989502,0.3829990327358246
4,1.0658048391342163,0.40185222029685974,1.1483819484710693,0.3896848261356354
5,1.011972188949585,0.4149385988712311,1.171934962272644,0.37917861342430115
6,0.966251015663147,0.4366821050643921,1.1534373760223389,0.3935052454471588
7,0.9116361141204834,0.448560506105423,1.1430598497390747,0.3963705897331238
8,0.8535118103027344,0.4729212820529938,1.1509443521499634,0.3954154849052429
9,0.8035909533500671,0.4902355670928955,1.1511178016662598,0.3963705897331238
10,0.747546374797821,0.5184215903282166,1.1653085947036743,0.38777458667755127
11,0.7073748707771301,0.5294946432113647,1.1909668445587158,0.38395416736602783
12,0.6554283499717712,0.5592913031578064,1.177671194076538,0.3982807993888855
13,0.59679114818573,0.588483989238739,1.1869703531265259,0.3963705897331238
14,0.5462287664413452,0.6245218515396118,1.19294011592865,0.3935052454471588
15,0.4952961504459381,0.666800856590271,1.200817346572876,0.3829990327358246
16,0.4421960115432739,0.7110931873321533,1.1961511373519897,0.3868194818496704
17,0.3982979953289032,0.7539762258529663,1.2266814708709717,0.38872969150543213
18,0.3611620366573334,0.7839742302894592,1.2455357313156128,0.380133718252182
19,0.3315969407558441,0.8105496168136597,1.248176097869873,0.37058261036872864
20,0.2978048026561737,0.842560887336731,1.2597655057907104,0.3753581643104553
21,0.2739667594432831,0.850614070892334,1.292070746421814,0.37726837396621704
22,0.25455179810523987,0.8727602362632751,1.2733755111694336,0.39063993096351624
23,0.24387672543525696,0.8761827945709229,1.2788596153259277,0.3715377151966095
24,0.21537938714027405,0.894101083278656,1.304512858390808,0.3505253195762634
25,0.185075044631958,0.9224884510040283,1.3389687538146973,0.3352435529232025
26,0.16366350650787354,0.9379907250404358,1.3629658222198486,0.3247373402118683
27,0.14989463984966278,0.9460439085960388,1.3198790550231934,0.3514804244041443
28,0.12353973835706711,0.9669820666313171,1.314817190170288,0.3629417419433594
29,0.10421086847782135,0.9744312167167664,1.3163868188858032,0.3715377151966095
